city,postcode,living_space,rooms,rent,description,year_built,floor,rent_per_sqm,scam_label,city_tier
Frankfurt,60311,113.6,4.0,2041.0,Sonnige Südausrichtung mit großer Terrasse.,2017,1,17.97,0,1
Munich,80469,107.1,3.8,2369.0,Modern renovated apartment near public transport.,1962,7,22.12,0,1
Dresden,01109,43.9,1.4,463.0,Modern renovated apartment near public transport.,1944,2,10.55,0,3
Düsseldorf,40210,80.3,2.2,1442.0,Well-maintained building with elevator.,1985,3,17.96,0,2
Hamburg,20095,114.5,4.3,2860.0,Green surroundings with garden access.,1990,1,24.98,0,2
Düsseldorf,40213,143.9,4.5,1367.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1925,2,9.5,0,2
Essen,45131,36.8,1.2,133.0,Payment required before viewing. Keys will be mailed to you.,1927,7,3.61,1,4
Leipzig,04103,114.3,3.9,831.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1910,7,7.27,0,3
Dresden,01109,148.3,4.5,1147.0,Green surroundings with garden access.,2009,6,7.73,0,3
Munich,81667,42.2,1.2,1755.0,Altbauwohnung mit hohen Decken und Parkettboden.,1979,0,41.58,0,1
Leipzig,04179,145.4,5.3,758.0,Close to university and city center.,1952,0,5.21,0,3
Dresden,01127,106.3,3.9,976.0,Modern renovated apartment near public transport.,1990,6,9.18,0,3
Hannover,30159,110.4,3.3,377.0,"Cannot meet in person, will send keys by mail after payment.",1906,5,3.42,1,3
Düsseldorf,40219,74.1,2.1,1493.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1944,6,20.14,0,2
Hannover,30163,69.4,2.0,670.0,Green surroundings with garden access.,1964,5,9.65,0,3
Leipzig,04105,65.4,2.5,493.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1901,6,7.54,0,3
Leipzig,04107,33.4,1.0,406.0,Bright apartment with great views of the city.,1990,4,12.15,0,3
Frankfurt,60325,128.9,4.5,2549.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1906,7,19.78,0,1
Frankfurt,60325,106.5,3.9,1522.0,Moderne Wohnung mit Fußbodenheizung.,1925,7,14.29,0,1
Cologne,50676,97.1,3.0,1649.0,Green surroundings with garden access.,2004,5,16.98,0,2
Duisburg,47051,124.7,4.2,610.0,Bright apartment with great views of the city.,2011,2,4.89,0,4
Cologne,50674,58.2,2.3,618.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1946,6,10.62,0,2
Hannover,30163,64.8,1.9,912.0,Newly built apartment with underground parking.,1980,6,14.07,0,3
Essen,45133,123.0,4.0,1066.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1943,8,8.67,0,4
Cologne,50672,84.2,2.6,957.0,Green surroundings with garden access.,1955,6,11.37,0,2
Munich,80335,54.2,2.0,300.0,URGENT: Must rent immediately. Wire transfer required before keys.,1936,7,5.54,1,1
Cologne,50670,128.6,3.8,1913.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2017,1,14.88,0,2
Düsseldorf,40213,107.8,3.8,1388.0,Well-maintained building with elevator.,1922,2,12.88,0,2
Essen,45130,109.1,3.3,961.0,Close to university and city center.,2015,2,8.81,0,4
Nuremberg,90409,46.3,1.6,211.0,Payment required before viewing. Keys will be mailed to you.,1994,5,4.56,1,3
Düsseldorf,40213,80.2,2.6,1093.0,Bright apartment with great views of the city.,1955,2,13.63,0,2
Berlin,10963,27.0,1.0,383.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1920,8,14.19,0,2
Berlin,10178,75.1,3.0,1356.0,"Quiet neighborhood, perfect for families.",1984,2,18.06,0,2
Duisburg,47053,71.3,2.4,198.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1919,7,2.77,1,4
Munich,80333,87.9,2.6,1660.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1940,8,18.89,0,1
Hannover,30163,71.2,2.1,871.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1951,1,12.23,0,3
Leipzig,04107,33.3,1.5,313.0,Newly built apartment with underground parking.,1999,1,9.4,0,3
Cologne,50676,65.6,1.8,1890.0,Bright apartment with great views of the city.,2016,5,28.82,0,2
Leipzig,04103,117.8,3.9,1145.0,Close to university and city center.,2015,1,9.72,0,3
Cologne,50672,49.8,2.0,678.0,"Quiet neighborhood, perfect for families.",2007,5,13.61,0,2
Hannover,30163,63.2,2.5,367.0,Payment required before viewing. Keys will be mailed to you.,1971,1,5.81,1,3
Düsseldorf,40211,72.0,2.6,874.0,Modern renovated apartment near public transport.,1902,0,12.14,0,2
Duisburg,47059,90.8,3.1,612.0,Bright apartment with great views of the city.,1999,2,6.74,0,4
Hamburg,20144,41.2,1.0,773.0,Modern renovated apartment near public transport.,1914,7,18.76,0,2
Hannover,30165,113.7,3.8,1184.0,Frisch saniert mit neuer Küche und Bad.,1948,8,10.41,0,3
Munich,80333,73.6,2.5,1600.0,Sonnige Südausrichtung mit großer Terrasse.,1987,7,21.74,0,1
Dresden,01099,45.5,1.2,387.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2003,4,8.51,0,3
Berlin,10117,72.2,2.0,647.0,My company is relocating me abroad. Send first month rent to reserve.,1953,7,8.97,1,2
Munich,81669,87.3,3.0,3383.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2006,2,38.75,0,1
Düsseldorf,40219,27.6,1.3,656.0,Bright apartment with great views of the city.,2005,4,23.79,0,2
Hannover,30167,109.8,3.2,389.0,URGENT: Must rent immediately. Wire transfer required before keys.,1975,3,3.54,1,3
Dresden,01099,121.5,4.2,1314.0,Altbauwohnung mit hohen Decken und Parkettboden.,1901,0,10.81,0,3
Frankfurt,60313,95.2,2.9,1537.0,Well-maintained building with elevator.,1953,6,16.14,0,1
Hamburg,20148,108.2,3.2,1324.0,Moderne Wohnung mit Fußbodenheizung.,1985,0,12.24,0,2
Hannover,30169,123.4,3.8,1066.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1920,5,8.64,0,3
Hamburg,20148,74.9,3.0,2243.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2020,5,29.95,0,2
Nuremberg,90419,71.0,1.9,1231.0,Bright apartment with great views of the city.,1914,1,17.34,0,3
Hannover,30165,71.9,2.2,913.0,Moderne Wohnung mit Fußbodenheizung.,1923,8,12.7,0,3
Dresden,01069,33.5,1.0,250.0,Moderne Wohnung mit Fußbodenheizung.,1906,0,7.46,0,3
Frankfurt,60311,102.2,3.7,1660.0,Moderne Wohnung mit Fußbodenheizung.,1967,3,16.24,0,1
Stuttgart,70173,31.0,1.5,886.0,Sonnige Südausrichtung mit großer Terrasse.,1942,3,28.59,0,1
Duisburg,47051,34.0,1.4,258.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1942,7,7.59,0,4
Essen,45134,88.1,2.7,775.0,Bright apartment with great views of the city.,1905,7,8.8,0,4
Hannover,30169,36.2,1.0,468.0,Frisch saniert mit neuer Küche und Bad.,2019,4,12.93,0,3
Hannover,30167,61.3,2.1,831.0,Altbauwohnung mit hohen Decken und Parkettboden.,1975,7,13.56,0,3
Berlin,10179,67.7,1.9,1032.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1955,2,15.24,0,2
Leipzig,04107,86.5,2.6,917.0,Altbauwohnung mit hohen Decken und Parkettboden.,1980,2,10.6,0,3
Düsseldorf,40217,117.1,3.7,1585.0,Newly built apartment with underground parking.,1934,1,13.54,0,2
Düsseldorf,40215,58.1,1.6,668.0,Well-maintained building with elevator.,1916,3,11.5,0,2
Dortmund,44145,37.4,1.3,250.0,Newly built apartment with underground parking.,1982,7,6.68,0,4
Berlin,10117,130.7,4.8,3946.0,Sonnige Südausrichtung mit großer Terrasse.,2016,5,30.19,0,2
Nuremberg,90403,100.3,3.3,1052.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2008,3,10.49,0,3
Cologne,50667,80.9,2.5,1303.0,Sonnige Südausrichtung mit großer Terrasse.,1995,8,16.11,0,2
Hannover,30159,117.9,4.1,1701.0,"Quiet neighborhood, perfect for families.",1978,2,14.42,0,3
Düsseldorf,40211,88.8,3.0,1291.0,Bright apartment with great views of the city.,1989,8,14.54,0,2
Essen,45127,92.5,3.3,799.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1973,1,8.64,0,4
Essen,45130,34.4,1.6,138.0,"I am currently abroad, please send deposit via Western Union before viewing.",2021,3,4.01,1,4
Essen,45134,71.5,2.6,501.0,Modern renovated apartment near public transport.,2015,5,7.01,0,4
Cologne,50668,36.5,1.7,659.0,Frisch saniert mit neuer Küche und Bad.,1916,5,18.06,0,2
Düsseldorf,40210,94.7,2.7,573.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1945,5,6.05,1,2
Duisburg,47053,91.8,3.2,273.0,Payment required before viewing. Keys will be mailed to you.,1990,6,2.98,1,4
Dortmund,44141,134.0,4.9,1821.0,Close to university and city center.,1986,7,13.59,0,4
Berlin,10119,145.5,5.1,1972.0,Modern renovated apartment near public transport.,1974,6,13.55,0,2
Berlin,10179,88.2,2.5,1888.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1924,0,21.41,0,2
Düsseldorf,40211,148.0,5.0,2919.0,Bright apartment with great views of the city.,1955,6,19.72,0,2
Essen,45128,61.7,2.4,345.0,Moderne Wohnung mit Fußbodenheizung.,1937,2,5.59,0,4
Berlin,10117,49.8,1.2,1188.0,Bright apartment with great views of the city.,1907,6,23.85,0,2
Hannover,30159,32.2,1.0,508.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1969,2,15.77,0,3
Duisburg,47053,63.6,2.1,373.0,Frisch saniert mit neuer Küche und Bad.,2001,5,5.86,0,4
Düsseldorf,40219,140.3,5.0,2589.0,Altbauwohnung mit hohen Decken und Parkettboden.,1972,2,18.46,0,2
Dresden,01069,145.5,4.7,1400.0,Well-maintained building with elevator.,2004,6,9.62,0,3
Dresden,01127,52.9,2.0,751.0,Well-maintained building with elevator.,1910,4,14.19,0,3
Düsseldorf,40217,139.4,5.1,1140.0,Payment required before viewing. Keys will be mailed to you.,1902,7,8.18,1,2
Munich,80333,47.1,1.3,591.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1994,3,12.55,1,1
Leipzig,04179,103.2,3.5,885.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2000,0,8.58,0,3
Dortmund,44141,127.4,4.2,729.0,Altbauwohnung mit hohen Decken und Parkettboden.,1941,8,5.72,0,4
Hamburg,20099,32.6,1.0,580.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2019,1,17.79,0,2
Düsseldorf,40211,50.3,1.7,805.0,Bright apartment with great views of the city.,1989,7,16.0,0,2
Stuttgart,70186,37.6,1.0,776.0,Green surroundings with garden access.,1953,8,20.64,0,1
Stuttgart,70188,148.7,4.7,3594.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1909,2,24.17,0,1
Leipzig,04109,70.1,1.9,710.0,Newly built apartment with underground parking.,1956,7,10.13,0,3
Frankfurt,60311,37.5,1.1,685.0,"Quiet neighborhood, perfect for families.",1906,2,18.27,0,1
Dresden,01109,113.9,3.8,773.0,Green surroundings with garden access.,1944,3,6.79,0,3
Cologne,50672,115.0,3.4,1707.0,Frisch saniert mit neuer Küche und Bad.,1975,7,14.84,0,2
Frankfurt,60313,28.6,1.4,532.0,Modern renovated apartment near public transport.,1936,1,18.6,0,1
Essen,45133,130.2,4.7,1064.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1984,2,8.17,0,4
Frankfurt,60311,82.4,2.7,1388.0,Green surroundings with garden access.,1912,4,16.84,0,1
Frankfurt,60322,98.4,3.4,1915.0,Moderne Wohnung mit Fußbodenheizung.,1960,4,19.46,0,1
Berlin,10179,60.3,1.7,968.0,"Quiet neighborhood, perfect for families.",2013,3,16.05,0,2
Düsseldorf,40211,118.6,3.9,1762.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1910,7,14.86,0,2
Hamburg,20099,117.2,4.2,1356.0,Frisch saniert mit neuer Küche und Bad.,1959,6,11.57,0,2
Stuttgart,70180,37.6,1.0,239.0,Too good to be true? It's real! Just send deposit first.,1920,5,6.35,1,1
Cologne,50668,134.9,4.0,1873.0,Close to university and city center.,2018,5,13.88,0,2
Berlin,10963,81.4,2.6,1440.0,Altbauwohnung mit hohen Decken und Parkettboden.,1915,1,17.69,0,2
Berlin,10178,84.6,2.9,1306.0,Altbauwohnung mit hohen Decken und Parkettboden.,1959,6,15.44,0,2
Hannover,30159,125.2,3.9,1626.0,Moderne Wohnung mit Fußbodenheizung.,1987,6,12.99,0,3
Dresden,01109,52.8,1.5,481.0,"Quiet neighborhood, perfect for families.",2006,3,9.11,0,3
Duisburg,47051,105.3,3.6,610.0,Bright apartment with great views of the city.,1923,6,5.79,0,4
Essen,45130,103.0,3.5,826.0,Frisch saniert mit neuer Küche und Bad.,1952,4,8.02,0,4
Duisburg,47055,132.2,4.8,973.0,Frisch saniert mit neuer Küche und Bad.,1936,7,7.36,0,4
Stuttgart,70173,92.1,3.4,604.0,"I am currently abroad, please send deposit via Western Union before viewing.",1948,7,6.55,1,1
Cologne,50670,78.2,2.6,786.0,"Quiet neighborhood, perfect for families.",1904,4,10.05,0,2
Düsseldorf,40215,121.0,4.4,1686.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2011,7,13.93,0,2
Nuremberg,90419,147.9,4.5,535.0,I won the lottery and leaving Germany. Quick decision needed.,1955,2,3.62,1,3
Duisburg,47055,83.6,2.3,874.0,Green surroundings with garden access.,2007,5,10.46,0,4
Essen,45128,80.6,2.4,376.0,Too good to be true? It's real! Just send deposit first.,2021,3,4.67,1,4
Stuttgart,70178,40.7,1.0,532.0,Sonnige Südausrichtung mit großer Terrasse.,1931,8,13.07,0,1
Dresden,01099,121.1,3.6,1670.0,Close to university and city center.,1945,3,13.79,0,3
Nuremberg,90409,32.5,1.0,323.0,Moderne Wohnung mit Fußbodenheizung.,1932,5,9.94,0,3
Munich,81669,31.5,1.0,335.0,Too good to be true? It's real! Just send deposit first.,1928,8,10.63,1,1
Berlin,10115,38.9,1.1,807.0,Well-maintained building with elevator.,2011,7,20.75,0,2
Hannover,30161,96.7,2.9,1258.0,Close to university and city center.,1981,2,13.01,0,3
Hannover,30165,51.5,1.8,1004.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1997,1,19.5,0,3
Hamburg,20148,38.1,1.1,963.0,Green surroundings with garden access.,2011,1,25.29,0,2
Hannover,30169,80.7,2.3,419.0,Payment required before viewing. Keys will be mailed to you.,1982,2,5.19,1,3
Nuremberg,90402,49.5,1.2,745.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1924,1,15.05,0,3
Düsseldorf,40215,75.2,2.6,1000.0,Modern renovated apartment near public transport.,1932,1,13.3,0,2
Munich,80331,133.1,4.2,1842.0,"Quiet neighborhood, perfect for families.",1941,1,13.84,0,1
Dresden,01067,33.0,1.0,149.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1977,7,4.53,1,3
Duisburg,47055,63.2,2.2,366.0,Modern renovated apartment near public transport.,1951,5,5.79,0,4
Frankfurt,60316,85.4,2.6,944.0,URGENT: Must rent immediately. Wire transfer required before keys.,1935,5,11.05,1,1
Munich,81667,71.9,2.0,1433.0,Newly built apartment with underground parking.,1932,7,19.93,0,1
Essen,45134,69.9,2.1,725.0,"Quiet neighborhood, perfect for families.",1916,2,10.37,0,4
Hamburg,20146,136.4,4.1,865.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1986,5,6.34,1,2
Munich,80331,89.0,3.1,1569.0,Altbauwohnung mit hohen Decken und Parkettboden.,1943,2,17.63,0,1
Hannover,30165,90.1,2.8,371.0,URGENT: Must rent immediately. Wire transfer required before keys.,1915,8,4.12,1,3
Leipzig,04107,57.0,2.0,503.0,Moderne Wohnung mit Fußbodenheizung.,1997,2,8.82,0,3
Hannover,30169,44.0,1.2,541.0,Sonnige Südausrichtung mit großer Terrasse.,2009,8,12.3,0,3
Leipzig,04109,60.2,1.5,495.0,Bright apartment with great views of the city.,1993,2,8.22,0,3
Munich,81667,37.1,1.0,796.0,Frisch saniert mit neuer Küche und Bad.,1948,2,21.46,0,1
Düsseldorf,40219,58.7,1.9,822.0,Newly built apartment with underground parking.,1939,8,14.0,0,2
Hamburg,20144,124.8,4.6,1557.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1970,6,12.48,0,2
Hannover,30163,71.9,2.4,1048.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1996,5,14.58,0,3
Essen,45133,30.8,1.0,372.0,Sonnige Südausrichtung mit großer Terrasse.,2011,7,12.09,0,4
Hannover,30167,136.7,5.1,2455.0,Moderne Wohnung mit Fußbodenheizung.,1906,6,17.96,0,3
Hamburg,20146,54.9,2.1,1725.0,Modern renovated apartment near public transport.,1984,7,31.42,0,2
Düsseldorf,40213,140.2,4.6,2208.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2021,0,15.75,0,2
Berlin,10117,99.1,3.1,2413.0,Close to university and city center.,2009,5,24.35,0,2
Dresden,01109,32.3,1.4,356.0,Frisch saniert mit neuer Küche und Bad.,1969,4,11.02,0,3
Munich,80539,97.1,3.3,1714.0,Frisch saniert mit neuer Küche und Bad.,1944,1,17.65,0,1
Cologne,50667,27.6,1.0,339.0,Sonnige Südausrichtung mit großer Terrasse.,1962,8,12.28,0,2
Berlin,10117,47.9,1.2,757.0,Altbauwohnung mit hohen Decken und Parkettboden.,1955,6,15.8,0,2
Hamburg,20148,137.4,4.5,1998.0,Altbauwohnung mit hohen Decken und Parkettboden.,1990,3,14.54,0,2
Cologne,50670,44.2,1.6,706.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1964,5,15.97,0,2
Munich,80335,99.1,3.7,1938.0,Modern renovated apartment near public transport.,1905,2,19.56,0,1
Cologne,50668,113.3,3.5,1291.0,Bright apartment with great views of the city.,2006,7,11.39,0,2
Stuttgart,70173,55.5,1.4,861.0,Well-maintained building with elevator.,1926,8,15.51,0,1
Leipzig,04105,61.0,2.3,876.0,Well-maintained building with elevator.,1939,1,14.35,0,3
Stuttgart,70182,116.4,3.8,863.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2016,0,7.41,1,1
Berlin,10963,126.1,4.4,1513.0,Altbauwohnung mit hohen Decken und Parkettboden.,1957,1,12.0,0,2
Nuremberg,90409,79.4,3.1,1943.0,Well-maintained building with elevator.,1997,8,24.47,0,3
Dresden,01099,83.6,2.5,691.0,Moderne Wohnung mit Fußbodenheizung.,2008,6,8.27,0,3
Stuttgart,70178,131.9,4.8,3389.0,Well-maintained building with elevator.,2021,0,25.7,0,1
Dortmund,44141,67.4,2.0,182.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1982,2,2.7,1,4
Munich,80331,51.9,1.5,379.0,Too good to be true? It's real! Just send deposit first.,1979,3,7.29,1,1
Dortmund,44135,109.3,3.8,997.0,Green surroundings with garden access.,1987,1,9.12,0,4
Berlin,10963,85.5,3.0,1029.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1953,6,12.04,0,2
Hannover,30169,120.9,3.8,2365.0,"Quiet neighborhood, perfect for families.",1979,4,19.56,0,3
Stuttgart,70186,34.5,1.0,508.0,Well-maintained building with elevator.,1963,6,14.72,0,1
Leipzig,04109,136.3,4.6,1249.0,Frisch saniert mit neuer Küche und Bad.,1984,0,9.16,0,3
Berlin,10243,56.0,1.8,872.0,Bright apartment with great views of the city.,1914,4,15.57,0,2
Stuttgart,70186,83.8,3.1,2943.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2017,5,35.11,0,1
Leipzig,04179,139.8,4.2,1593.0,Bright apartment with great views of the city.,2024,8,11.39,0,3
Cologne,50667,130.5,4.2,2094.0,Bright apartment with great views of the city.,2007,8,16.05,0,2
Munich,80333,97.4,3.7,525.0,Payment required before viewing. Keys will be mailed to you.,1901,0,5.39,1,1
Duisburg,47057,88.3,2.9,514.0,Close to university and city center.,1966,0,5.82,0,4
Leipzig,04177,137.1,4.6,395.0,"I am currently abroad, please send deposit via Western Union before viewing.",1926,5,2.88,1,3
Hamburg,20095,30.3,1.0,559.0,Newly built apartment with underground parking.,2023,6,18.45,0,2
Dortmund,44137,33.6,1.1,153.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1992,1,4.55,1,4
Dortmund,44135,128.6,4.4,789.0,Bright apartment with great views of the city.,1927,5,6.14,0,4
Dresden,01067,116.3,3.6,1339.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1968,8,11.51,0,3
Düsseldorf,40211,129.6,4.2,1936.0,Frisch saniert mit neuer Küche und Bad.,1971,6,14.94,0,2
Duisburg,47059,114.4,4.1,572.0,Green surroundings with garden access.,1923,3,5.0,0,4
Stuttgart,70180,41.3,1.1,604.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2009,3,14.62,0,1
Frankfurt,60318,95.5,3.2,884.0,URGENT: Must rent immediately. Wire transfer required before keys.,1904,0,9.25,1,1
Cologne,50668,43.8,1.2,484.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1991,1,11.05,0,2
Hamburg,20099,88.9,2.6,1420.0,Newly built apartment with underground parking.,1945,5,15.97,0,2
Essen,45133,149.1,5.4,1375.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1984,8,9.22,0,4
Dortmund,44145,46.0,1.3,91.0,Payment required before viewing. Keys will be mailed to you.,1915,8,1.98,1,4
Leipzig,04105,54.6,2.2,556.0,Frisch saniert mit neuer Küche und Bad.,1981,8,10.18,0,3
Frankfurt,60311,118.7,4.4,2272.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1958,4,19.14,0,1
Leipzig,04105,61.0,1.7,388.0,Green surroundings with garden access.,1955,4,6.36,0,3
Nuremberg,90419,71.7,2.4,405.0,My company is relocating me abroad. Send first month rent to reserve.,1938,2,5.64,1,3
Hamburg,20148,126.6,4.0,3377.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1960,4,26.67,0,2
Cologne,50670,55.8,1.8,1350.0,Moderne Wohnung mit Fußbodenheizung.,1993,3,24.19,0,2
Hamburg,20144,26.2,1.2,332.0,Bright apartment with great views of the city.,1989,3,12.67,0,2
Hannover,30163,78.8,2.6,1511.0,Frisch saniert mit neuer Küche und Bad.,1985,8,19.18,0,3
Munich,81667,85.2,3.1,1555.0,Newly built apartment with underground parking.,2002,3,18.25,0,1
Stuttgart,70188,40.3,1.5,644.0,"Quiet neighborhood, perfect for families.",1937,0,15.98,0,1
Hamburg,20144,37.1,1.5,207.0,"I am currently abroad, please send deposit via Western Union before viewing.",1942,3,5.57,1,2
Leipzig,04177,99.8,3.4,959.0,Sonnige Südausrichtung mit großer Terrasse.,2003,5,9.61,0,3
Hannover,30165,89.0,3.3,1135.0,Newly built apartment with underground parking.,1904,5,12.76,0,3
Duisburg,47053,144.5,5.0,297.0,I won the lottery and leaving Germany. Quick decision needed.,1964,0,2.06,1,4
Dortmund,44137,50.0,2.0,651.0,Altbauwohnung mit hohen Decken und Parkettboden.,1904,7,13.02,0,4
Cologne,50674,70.3,2.8,755.0,Well-maintained building with elevator.,1922,1,10.74,0,2
Hamburg,20144,29.8,1.0,173.0,Payment required before viewing. Keys will be mailed to you.,1967,8,5.8,1,2
